src,des,value
jaime,jon,1
robar,wendel,1
sansa,stone,1
alebelly,hodor,1
rickon,tywin,1
beric,jaqen,1
osha,stevron,1
loras,stannis,1
mathis,tyrion,1
alester,stannis,1
rodrik,septon,1
alebelly,mikken,1
hayhead,jojen,1
alebelly,rodrik,1
alebelly,septon,1
jojen,mikken,1
jojen,warg,1
meera,warg,1
mikken,septon,1
alebelly,osha,1
aegon,ryman,1
black,petyr,1
edwyn,ryman,1
big,emmon,1
black,dontos,1
jaime,robb,1
loyal,sansa,1
sansa,tyrion,1
randyll,stannis,1
hal,renly,1
eddard,ned,1
caswell,florent,1
renly,rowan,1
jon,tyrion,1
cersei,jon,1
robert,tommen,1
satin,stannis,1
hal,stannis,1
durran,stannis,1
hallis,stannis,1
chiswyck,harren,1
jaqen,syrio,1
eggon,joss,1
chiswyck,knight,1
gregor,joss,1
bryce,renly,1
guyard,randyll,1
guyard,mace,1
boros,sandor,1
lymond,martyn,1
rickard,sansa,1
arya,tyrion,1
sansa,timett,1
bronn,renly,1
boros,mother,1
boros,timett,1
dontos,meryn,1
jon,mathis,1
dontos,hobber,1
gyles,horas,1
ilyn,jaime,1
lucas,sandor,1
catelyn,hal,1
lysa,robar,1
brienne,loras,1
jaime,queen,1
cleos,tyrek,1
doran,pycelle,1
cleos,jacelyn,1
cleos,timett,1
bronn,maegor,1
timett,visenya,1
hallyne,jaime,1
hallyne,tyrion,1
aerys,septon,1
hallyne,robert,1
thoros,tyrion,1
hallyne,rhaenys,1
hodor,hot,1
old,sansa,1
arya,weasel,1
kurz,lommy,1
hot,koss,1
kurz,tarber,1
gendry,tarber,1
hot,sansa,1
robb,sweet,1
cleos,willem,1
arya,sandor,1
robb,tyrion,1
poxy,vayon,1
harwin,hullen,1
alyn,desmond,1
robert,rodrik,1
mikken,rodrik,1
hodor,little,1
cley,joseth,1
beth,rickon,1
cersei,dornish,1
cleos,young,1
robb,roose,1
aegon,myrcella,1
myrcella,stannis,1
doran,sansa,1
cersei,myrcella,1
doran,renly,1
frey,robb,1
gendry,kurz,1
sansa,tytos,1
cleos,tyrion,1
lysa,robert,1
catelyn,tyrion,1
petyr,robert,1
jon,petyr,1
jaime,podrick,1
preston,satin,1
renly,shae,1
cersei,vylarr,1
balon,gyles,1
boros,janos,1
tyrion,yoren,1
bronn,lollys,1
lamprey,tanda,1
bronn,tanda,1
eddard,pycelle,1
pycelle,queen,1
stokeworth,tanda,1
gyles,pycelle,1
lysa,tyrion,1
fingers,petyr,1
clegane,tyrek,1
petyr,tully,1
boros,clegane,1
boros,maegor,1
barristan,dontos,1
arya,dontos,1
maegor,preston,1
maegor,varys,1
balon,beric,1
doran,myrcella,1
tommen,varys,1
cersei,lysa,1
doran,robert,1
elia,robert,1
gregor,varys,1
elia,janos,1
doran,shae,1
janos,renly,1
janos,petyr,1
meera,skittrick,1
robb,rodrik,1
brandon,meera,1
balon,esgred,1
great,victarion,1
sigrin,theon,1
ambrode,sigrin,1
gorne,joramun,1
bael,gendel,1
old,raymun,1
denys,jon,1
mormont,yoren,1
craster,jarman,1
gilly,sam,1
jon,nella,1
craster,mord,1
robb,sam,1
craster,ned,1
arya,sam,1
giant,sam,1
chett,sam,1
aeron,esgred,1
otter,theon,1
howland,jojen,1
uller,victarion,1
cersei,robert,1
lancel,vylarr,1
meryn,tyrion,1
aeron,asha,1
eddard,victarion,1
galbart,theon,1
asha,robett,1
balon,old,1
theon,victarion,1
asha,black,1
blacktyde,great,1
asha,wex,1
asha,great,1
helya,theon,1
esgred,helya,1
euron,theon,1
eldiss,skyte,1
chett,lark,1
mance,mormont,1
ben,mormont,1
craster,gared,1
grey,randyll,1
mathis,renly,1
blue,catelyn,1
brienne,rainbow,1
catelyn,selwyn,1
catelyn,mace,1
colen,hal,1
catelyn,hallis,1
catelyn,florent,1
fossoway,renly,1
colen,robb,1
renly,robin,1
brynden,tywin,1
ned,sweet,1
arthur,howland,1
hodor,joseth,1
beth,cley,1
catelyn,lucas,1
brienne,mathis,1
brienne,brown,1
craster,samwell,1
ben,thoren,1
benjen,mormont,1
craster,old,1
chett,craster,1
ghost,grenn,1
craster,grenn,1
jon,ottyn,1
dywen,mance,1
loras,willum,1
barristan,brienne,1
aerys,rowan,1
balon,rhaegar,1
robert,rowan,1
renly,tanton,1
sandor,tanton,1
josua,mark,1
bastard,torrhen,1
