src,des,value
sandor,tyrion,2
garth,therry,2
alester,melisandre,2
brown,grey,2
blood,jorah,2
ben,daario,2
harrold,harry,2
jon,quort,2
arstan,rhaegar,2
craster,ulmer,2
groleo,illyrio,2
harry,myranda,2
mikken,rodrik,2
ramsay,wyman,2
hodor,robb,2
mya,mychel,2
jon,small,2
brown,scarb,2
septon,tyrion,2
estermont,stannis,2
glover,robb,2
janos,robert,2
miklaz,reznak,2
jalabhar,tanda,2
arya,carellen,2
aegon,maegor,2
mya,sansa,2
daario,oznak,2
gendry,sandor,2
hodor,joseth,2
maegor,meryn,2
arthur,rhaegar,2
satin,tormund,2
bannen,kedge,2
barristan,renly,2
loras,sandor,2
edmure,tully,2
clegane,dondarrion,2
asha,erik,2
hoster,lysa,2
gerald,stannis,2
brea,brusco,2
maegor,septon,2
gage,mikken,2
osfryd,tallad,2
meera,mikken,2
frey,jeyne,2
devan,robert,2
orbelo,terro,2
braavosi,terro,2
missandei,skahaz,2
jeyne,stannis,2
arya,brusco,2
davos,shireen,2
genna,kevan,2
tywin,willas,2
jaime,sumner,2
boros,osney,2
garlan,sansa,2
aegon,queen,2
aegon,baelor,2
amory,roose,2
hullen,jon,2
jack,thoros,2
euron,harlaw,2
glover,robett,2
arya,robett,2
jack-be-lucky,thoros,2
alannys,asha,2
arya,brown,2
cletus,will,2
clegane,gendry,2
sam,terro,2
quent,quentyn,2
benerro,jorah,2
maggy,rhaegar,2
brynden,rickard,2
arstan,mero,2
cotter,jon,2
cersei,lollys,2
donal,robert,2
margaery,meryn,2
satin,shae,2
cersei,falyse,2
brown,eroeh,2
cersei,shae,2
dick,satin,2
brienne,clarence,2
brienne,edmure,2
brienne,rymund,2
jeyne,kevan,2
brienne,robb,2
mord,mycah,2
hyle,willow,2
raymun,robert,2
meribald,podrick,2
brienne,willow,2
catelyn,rymund,2
darry,raymun,2
braavosi,red,2
roose,walton,2
redwyne,stannis,2
jon,pate,2
benjen,theon,2
harwin,mycah,2
desmond,tywin,2
gyles,terrance,2
melisandre,morgan,2
alyn,jory,2
petyr,stone,2
brynden,leaf,2
lyn,lyonel,2
bronn,symon,2
barristan,petyr,2
arya,queen,2
arianne,manfrey,2
davos,wyman,2
borrell,davos,2
haldon,shrouded,2
daenerys,robert,2
gyles,moon,2
alerie,sansa,2
tommen,tyrion,2
osmund,sansa,2
quentyn,tywin,2
ellaria,tyene,2
brienne,walton,2
corbray,lyn,2
osney,redwyne,2
robert,yohn,2
lyn,petyr,2
sansa,tully,2
margaery,renly,2
daenerys,sandor,2
godric,stannis,2
alebelly,jojen,2
alebelly,meera,2
edmure,emmon,2
brynden,meera,2
tommen,tywin,2
haldon,hugor,2
corbray,lyonel,2
sansa,tysha,2
arianne,robert,2
errok,jon,2
brandon,jojen,2
arianne,timoth,2
sansa,stone,2
aenys,danwell,2
gretchel,lysa,2
barristan,belwas,2
mord,sky,2
benjen,jojen,2
arya,bella,2
rickard,sansa,2
arya,tyrion,2
butterbumps,margaery,2
butterbumps,loras,2
rattleshirt,weeper,2
haldon,rolly,2
clegane,tyrion,2
galazza,reznak,2
garlan,margaery,2
mellei,morra,2
arya,rhaegar,2
emmon,renly,2
ilyn,tyrion,2
brienne,robar,2
harwin,lem,2
queen,robert,2
grey,symon,2
catelyn,septon,2
rowan,stannis,2
catelyn,rowan,2
belandra,cedra,2
daven,ryman,2
garlan,mace,2
catelyn,robar,2
balon,of,2
mace,tyrion,2
barristan,red,2
aegon,margaery,2
beardless,jaime,2
cleos,frey,2
mathis,tywin,2
hali,osha,2
davos,tywin,2
alayaya,tywin,2
rainbow,renly,2
sweet,ulmer,2
del,jon,2
grey,hali,2
oberyn,viserys,2
grey,stiv,2
barbrey,roose,2
catelyn,martyn,2
benjen,mance,2
blood,ramsay,2
gregor,kevan,2
asha,dagon,2
davos,lamprey,2
brella,sansa,2
alayne,randa,2
alyn,theon,2
mance,sansa,2
aegon,podrick,2
dornish,sansa,2
red,rhaegar,2
jack,jon,2
garth,hairy,2
arya,melisandre,2
kevan,oberyn,2
melisandre,tormund,2
margaery,pycelle,2
martyn,perwyn,2
ned,rickard,2
kraznys,missandei,2
helman,torrhen,2
alayne,lothor,2
frey,walda,2
gregor,robb,2
anya,lysa,2
sansa,tallad,2
jorah,moqorro,2
gretchel,robert,2
bastard,skinner,2
catelyn,luwin,2
high,missandei,2
lancel,ned,2
benfred,werlag,2
maddy,mya,2
haldon,motho,2
black,theon,2
jaqen,vargo,2
moon,tywin,2
arya,lucan,2
alfyn,jon,2
hali,stiv,2
arson,jon,2
bowen,jarl,2
jaqen,yoren,2
margaery,pate,2
mace,tommen,2
gendel,jon,2
lucan,lyonel,2
gretchel,petyr,2
loras,maegor,2
gendel,ygritte,2
lucan,weese,2
gorne,jon,2
grey,mirri,2
jaime,scolera,2
hoster,lothar,2
arstan,robert,2
harma,thoren,2
aemon,xhondo,2
jon,lemore,2
aenys,stannis,2
brynden,tyrion,2
harren,jaime,2
jason,raynald,2
galbart,maege,2
balon,catelyn,2
illyrio,queen,2
arya,harra,2
frey,jared,2
rattleshirt,tormund,2
harma,styr,2
jon,nymeria,2
jaime,pia,2
brown,mormont,2
hal,theon,2
arya,rodrik,2
balon,varys,2
mace,willas,2
frey,stevron,2
aenys,jaime,2
gendry,roose,2
lemore,ysilla,2
grey,jeyne,2
old,tormund,2
jon,robin,2
darry,vargo,2
randyll,tywin,2
illyrio,myrcella,2
ned,tyroshi,2
stannis,walder,2
frey,ilyn,2
gilly,xhondo,2
arya,hodor,2
boros,bronn,2
reek,sour,2
quhuru,sam,2
giant,qhorin,2
ben,mord,2
reek,roose,2
ben,ramsay,2
aenys,walder,2
maegor,pycelle,2
red,victarion,2
dagon,victarion,2
barristan,illyrio,2
haggon,thistle,2
varamyr,weeper,2
halleck,jon,2
ryman,stevron,2
bastard,sour,2
lancel,mandon,2
mohor,willis,2
mother,sam,2
merrit,ned,2
arstan,illyrio,2
eddard,edmure,2
brienne,roose,2
belwas,jhogo,2
hobber,horas,2
jason,rodrik,2
balon,tyrion,2
arya,knight,2
ramsay,red,2
mord,reek,2
dagon,ramsay,2
jason,patrek,2
osney,stannis,2
jenny,petyr,2
hugor,ysilla,2
brynden,lysa,2
raynald,rollam,2
qhorin,ragwyle,2
qhorin,samwell,2
malaquo,nyessos,2
eddard,jaime,2
jaime,lewyn,2
grey,nymeria,2
gillam,narbert,2
brienne,narbert,2
maegor,osmund,2
vargo,zollo,2
marselen,missandei,2
brienne,steelshanks,2
mandon,tywin,2
jaime,rorge,2
barristan,eddard,2
flement,gyles,2
hodor,jon,2
nage,steelshanks,2
bronn,morrec,2
casso,davos,2
fingers,sansa,2
mace,oberyn,2
alyssa,catelyn,2
bastard,torrhen,2
joanna,tywin,2
anguy,sharna,2
brusco,queen,2
daenerys,daeron,2
jarman,qhorin,2
meera,rickon,2
melisandre,ygritte,2
hizdahr,xaro,2
daario,reznak,2
anguy,husband,2
tormund,weeper,2
cersei,harys,2
catelyn,rolph,2
clayton,jon,2
rodrik,wex,2
robert,wylla,2
brynden,tully,2
rolly,young,2
kevan,petyr,2
arnolf,richard,2
melisandre,rattleshirt,2
harwood,justin,2
ashara,ned,2
masha,rodrik,2
ghael,reznak,2
amerei,harwyn,2
yandry,young,2
mors,stannis,2
stone,tywin,2
ramsay,rickon,2
casso,of,2
mord,stannis,2
cohollo,qotho,2
red,theon,2
cley,leobald,2
jeyne,rolph,2
casso,tagganaro,2
asha,kromm,2
lemore,tywin,2
beth,theon,2
narbo,tagganaro,2
beth,catelyn,2
black,rodrik,2
rodrik,tyrion,2
catelyn,mormont,2
black,queen,2
alysanne,queen,2
black,ryman,2
mance,thoren,2
bonifer,gregor,2
ghost,stonesnake,2
renly,selyse,2
aerys,sansa,2
barsena,daenerys,2
mace,pycelle,2
loras,qyburn,2
drinkwater,quentyn,2
mother,myrcella,2
farlen,theon,2
lothar,roslin,2
beans,gerris,2
raynard,septon,2
gyles,robert,2
catelyn,edwyn,2
jeyne,ned,2
alester,lamprey,2
arya,ygritte,2
daenerys,lysono,2
osmund,tyroshi,2
jaime,thoros,2
roose,ryman,2
jaime,visenya,2
jon,merryweather,2
catelyn,merrett,2
dontos,stannis,2
bael,jon,2
grandison,robert,2
franklyn,harry,2
tyrion,tyroshi,2
mallador,sam,2
blane,sam,2
brea,talea,2
daario,sallor,2
ashford,mace,2
gregor,robert,2
amory,oberyn,2
theon,urzen,2
asha,kyra,2
ned,satin,2
hallyne,jacelyn,2
amory,elia,2
kevan,varys,2
mace,randyll,2
hayford,jaime,2
lothar,walder,2
qyburn,tommen,2
davos,roro,2
addam,ilyn,2
frey,lothar,2
jaime,kennos,2
margaery,tywin,2
dornish,tywin,2
beans,dick,2
goghor,mother,2
harwin,robert,2
luwin,theon,2
black,kennos,2
beans,books,2
gerris,tattered,2
balon,tywin,2
marillion,rodrik,2
black,squint,2
jaime,tyrek,2
melara,tywin,2
hoster,mother,2
sansa,syrio,2
martyn,tywin,2
black,lorren,2
barra,ned,2
frey,sandor,2
perwyn,walder,2
mark,megga,2
osfryd,sandor,2
dontos,willas,2
brienne,rhaegar,2
loras,willas,2
brienne,hoster,2
cersei,queen,2
aemon,marwyn,2
hot,sharna,2
black,xhondo,2
benerro,qavo,2
beric,harwin,2
grey,victarion,2
brienne,cersei,2
rhaegar,stannis,2
jalabhar,lambert,2
doniphos,tyrion,2
giant,mya,2
loras,queen,2
stannis,sunglass,2
elinor,sansa,2
euron,old,2
bastard,little,2
haldon,lemore,2
euron,nute,2
catelyn,ryman,2
haggon,mance,2
jeyne,martyn,2
alla,sansa,2
daenerys,haldon,2
imry,stannis,2
jon,lyanna,2
aerys,brandon,2
leo,loras,2
catelyn,yoren,2
barristan,elia,2
marwyn,sam,2
chataya,shae,2
arya,greenbeard,2
desmond,ned,2
heward,jory,2
barristan,irri,2
greenbeard,tom,2
robin,wendel,2
septon,torbert,2
jaime,rickard,2
aenys,wylis,2
maegor,qyburn,2
alla,merryweather,2
gunthor,sam,2
baelor,davos,2
gyles,petyr,2
aerys,maegor,2
hizdahr,qezza,2
grazhar,qezza,2
hugor,tysha,2
aegon,cersei,2
palla,theon,2
dornish,viserys,2
thoros,tywin,2
cleon,queen,2
galazza,skahaz,2
asha,torrhen,2
aerys,rickard,2
frey,petyr,2
donnel,harys,2
chiggen,tyrion,2
asha,gelmarr,2
arya,jack-be-lucky,2
aerys,catelyn,2
desmond,yoren,2
harrold,petyr,2
catelyn,vyman,2
karyl,ned,2
gregor,moon,2
hullen,jory,2
gregor,marq,2
aurane,walder,2
old,rodrik,2
hammer,kem,2
gyles,rosby,2
cotter,janos,2
mag,tormund,2
kem,snatch,2
barsena,hizdahr,2
jorah,lynesse,2
merryweather,stannis,2
aegon,old,2
aurane,merryweather,2
harma,tormund,2
daenerys,tywin,2
ottyn,thoren,2
puckens,shortear,2
qyburn,stannis,2
merryweather,pycelle,2
myrcella,tywin,2
barristan,brown,2
conn,coratt,2
bronn,moon,2
missandei,mother,2
amory,hot,2
ilyn,podrick,2
amory,syrio,2
gerren,yoren,2
bowen,tyrion,2
denys,mormont,2
alys,cregan,2
hot,kurz,2
marghaz,reznak,2
podrick,shae,2
kurz,yoren,2
kasporio,yezzan,2
asha,hotho,2
morrec,tyrion,2
myrcella,robert,2
karyl,marq,2
elia,tywin,2
mother,stannis,2
aegon,quentyn,2
obara,oberyn,2
hodor,theon,2
bowen,mord,2
cohollo,haggo,2
drogo,eroeh,2
raynard,torbert,2
harys,septon,2
areo,doran,2
aerys,tommen,2
arya,jorah,2
black,devan,2
gregor,harys,2
drogo,jhaqo,2
sawane,theon,2
brown,kasporio,2
gregor,raymun,2
hodor,walder,2
daario,groleo,2
hizdahr,marghaz,2
theon,walder,2
jason,theon,2
asha,baelor,2
catelyn,hal,2
meris,tattered,2
doran,tyene,2
barristan,bloodbeard,2
gyles,harys,2
grenn,pypar,2
dornish,reznak,2
jon,jory,2
great,harlaw,2
lewyn,quentyn,2
kevan,tyrion,2
barristan,bhakaz,2
aurane,orton,2
axell,florent,2
baelor,leyton,2
gunthor,tywin,2
archibald,dornish,2
stokeworth,tanda,2
boros,maegor,2
gunthor,gurn,2
jorah,nurse,2
jon,maekar,2
mormont,yezzan,2
jorah,yezzan,2
jorah,ogo,2
leobald,rodrik,2
nurse,sweets,2
balon,ralf,2
creighton,sansa,2
aegon,red,2
mors,rodrik,2
asha,tristifer,2
baelor,elia,2
endrew,jon,2
blacktyde,victarion,2
gerrick,raymun,2
gerrick,jon,2
mother,walder,2
axell,gerrick,2
arya,walder,2
roose,walder,2
jon,petyr,2
baelor,victarion,2
jon,jorah,2
hotho,knight,2
renly,shae,2
bronn,gunthor,2
rodrik,three-tooth,2
aegon,catelyn,2
alliser,bronn,2
caggo,quentyn,2
asha,maron,2
penny,yurkhaz,2
captain,yezzan,2
great,mother,2
alayaya,tyrion,2
alayaya,chataya,2
aegon,osney,2
osney,robert,2
baelor,blacktyde,2
cersei,dorcas,2
ben,mormont,2
meryn,syrio,2
bracken,stone,2
blackwood,hoster,2
sweet,tyrion,2
ghael,great,2
mirri,silver,2
petyr,tyrion,2
aegon,ned,2
osmund,taena,2
arya,desmond,2
myrcella,varys,2
jorah,quaro,2
robett,rodrik,2
brown,yurkhaz,2
hodor,septon,2
septon,taena,2
bastard,rodrik,2
haggo,ogo,2
drogo,mago,2
wylis,wyman,2
hildy,mord,2
darry,frey,2
aegon,missandei,2
luwin,rodrik,2
draqaz,qezza,2
frey,hodor,2
maegor,rodrik,2
ashara,barristan,2
barba,jaime,2
baelor,renly,2
dale,marya,2
bronn,mord,2
robert,ronald,2
captain,victarion,2
jason,tywin,2
leo,pate,2
chella,varys,2
sansa,vayon,2
daenerys,euron,2
euron,kerwin,2
longwater,victarion,2
gared,will,2
longwater,wulfe,2
aemon,dareon,2
marillion,sansa,2
ilyn,janos,2
frey,merrett,2
leo,rosey,2
janos,tyrion,2
alyn,fat,2
moon,myranda,2
colemon,lysa,2
aemon,gilly,2
lollys,merryweather,2
kevan,scolera,2
aeron,great,2
reysen,yoren,2
aeron,emmond,2
donal,qhorin,2
black,franklyn,2
merryweather,tommen,2
praed,yoren,2
ralf,red,2
groleo,hizdahr,2
grey,hizdahr,2
walda,walder,2
dornish,nymeria,2
jonos,stone,2
moon,robert,2
gerris,hizdahr,2
lothar,merrett,2
aron,tanda,2
armen,pate,2
jon,shireen,2
patchface,pylos,2
rhaego,viserys,2
arya,jory,2
robert,selyse,2
arryn,renly,2
emma,rosey,2
fingers,jon,2
brienne,tommen,2
harle,tormund,2
mollander,pate,2
pate,walgrave,2
pylos,shireen,2
cayn,tomard,2
royce,waymar,2
cedric,podrick,2
alleras,armen,2
cersei,renly,2
patchface,stannis,2
nurse,tyrion,2
ned,torrhen,2
penny,sansa,2
brown,penny,2
darry,walder,2
clarence,dick,2
hizdahr,yurkhaz,2
falyse,lollys,2
gyles,tanda,2
ned,robb,2
davos,selyse,2
barristan,myrcella,2
hot,jon,2
black,merrett,2
cayn,desmond,2
leo,roone,2
brienne,tyroshi,2
of,robert,2
jon,ronald,2
jon,maege,2
gilly,mance,2
cotter,sam,2
biter,yoren,2
melara,qyburn,2
jon,osha,2
brandon,rodrik,2
gyles,tyrion,2
brandon,osha,2
cersei,jocelyn,2
jon,mother,2
ilyn,varys,2
alyn,arya,2
lyanna,rhaegar,2
luwin,rickard,2
clayton,justin,2
janos,mormont,2
meryn,sandor,2
arnolf,asha,2
allar,shae,2
arnolf,arthor,2
jory,sansa,2
caleotte,obara,2
hubard,stannis,2
dale,devan,2
baelish,sansa,2
allard,stannis,2
jeyne,loras,2
sam,ygritte,2
brandon,mother,2
ilyn,loras,2
high,queen,2
doran,ellaria,2
baelor,robert,2
obara,tywin,2
aurane,gyles,2
catelyn,varys,2
rowan,squirrel,2
clydas,stannis,2
bowen,denys,2
dornish,janos,2
rickard,robert,2
daven,tywin,2
samwell,stannis,2
queen,val,2
aegon,daeron,2
aemon,maekar,2
donel,quenton,2
daeron,dornish,2
dywen,mormont,2
janos,othell,2
aemon,samwell,2
cersei,orton,2
old,weeper,2
conwy,jon,2
long,tormund,2
aerys,taena,2
robb,sam,2
moelle,scolera,2
cotter,samwell,2
aegon,irri,2
denys,mance,2
jaime,septon,2
balon,jason,2
hizdahr,jhiqui,2
megga,senelle,2
jhiqui,mirri,2
stannis,victarion,2
tysha,tywin,2
belaquo,goghor,2
mace,merryweather,2
clayton,godry,2
jaime,queen,2
jon,torwynd,2
jaime,theon,2
frey,willem,2
cersei,cleos,2
cleos,robb,2
catelyn,emmon,2
grenn,mormont,2
tommen,varys,2
frey,little,2
maegor,varys,2
ned,syrio,2
kevan,merryweather,2
cersei,garth,2
asha,roose,2
brienne,tyrion,2
garth,mace,2
arianne,spotted,2
meryn,tyrion,2
garth,gyles,2
aegon,rhaenys,2
dornish,robert,2
brienne,humfrey,2
garin,tyene,2
asha,sigrin,2
brynden,knight,2
chett,mormont,2
cleos,renly,2
euron,stannis,2
arianne,sylva,2
pycelle,shagga,2
bronn,sansa,2
arthur,ned,2
arya,chiswyck,2
addam,podrick,2
myrcella,spotted,2
aerys,pycelle,2
ramsay,ryswell,2
gerold,quentyn,2
kevan,randyll,2
frey,stannis,2
frey,robert,2
red,tyrion,2
kevan,queen,2
kevan,ronnet,2
creighton,hibald,2
euron,theon,2
asha,esgred,2
viserys,willem,2
osmund,robert,2
jarman,thoren,2
rodrik,vardis,2
jon,ottyn,2
barristan,willem,2
galbart,helman,2
arya,ternesio,2
jon,lark,2
mother,vardis,2
bronn,jon,2
baelor,denyo,2
maddy,sansa,2
barristan,dornish,2
dornish,missandei,2
alyssa,tyrion,2
marillion,petyr,2
dolf,tyrion,2
dick,shagwell,2
conn,kevan,2
brynden,rodrik,2
gyles,tywin,2
timett,tywin,2
chella,cheyk,2
esgred,sigrin,2
archibald,gerris,2
robert,septon,2
osfryd,osmund,2
bastard,halder,2
robert,rodrik,2
ulf,umar,2
boros,osmund,2
dornish,hizdahr,2
jaime,vance,2
gendry,gregor,2
catelyn,rhaegar,2
arys,myrcella,2
arianne,arys,2
amory,weese,2
mord,vardis,2
great,roose,2
balon,myrcella,2
gregor,vargo,2
arya,green,2
mikken,osha,2
andrew,edric,2
vargo,weese,2
daenerys,hodor,2
lyn,rodrik,2
dorea,obella,2
harren,weese,2
brandon,hallis,2
cersei,oberyn,2
kegs,spare,2
jaime,longwaters,2
robett,roose,2
mother,tommen,2
grey,hallis,2
of,syrio,2
longwaters,rugen,2
catelyn,tyroshi,2
randyll,stannis,2
chiswyck,jaqen,2
balon,brienne,2
jaime,rennifer,2
estermont,fossoway,2
arya,grey,2
balon,tyene,2
randyll,samwell,2
areo,nymeria,2
boros,kevan,2
kevan,podrick,2
myrcella,sylva,2
kegs,mance,2
hugor,penny,2
aerys,gerold,2
arianne,gerold,2
ned,redwyne,2
hot,tywin,2
queen,tickler,2
bowen,septon,2
galbart,rickard,2
chiswyck,gregor,2
mormont,penny,2
andrey,arianne,2
bronn,gregor,2
helman,theon,2
robb,wendel,2
satin,septon,2
alayaya,bronn,2
hodor,rickard,2
drogo,robert,2
aegon,bronn,2
gregor,qyburn,2
arryn,tyrion,2
wendel,wylis,2
grenn,mance,2
grenn,owen,2
gerold,ned,2
lancel,tyrion,2
cersei,varys,2
grenn,spare,2
aegon,kevan,2
othell,septon,2
kegs,satin,2
eddard,tywin,2
rodrik,varys,2
daenerys,varys,2
brynden,theon,2
stannis,tycho,2
bryce,catelyn,2
clydas,mully,2
horton,symond,2
estermont,renly,2
holly,ramsay,2
patchface,princess,2
lommy,weasel,2
brynden,edmure,2
jon,spare,2
fat,porther,2
mathis,randyll,2
aeron,old,2
theon,tywin,2
moon,petyr,2
asha,glover,2
asha,ralf,2
edmure,sansa,2
gendry,weasel,2
daeron,sam,2
hoster,minisa,2
aerys,jaehaerys,2
ramsay,tormund,2
mormont,yoren,2
alayne,lysa,2
aerys,hallyne,2
arryn,petyr,2
florian,maegor,2
jaehaerys,queen,2
jojen,rodrik,2
lothor,marillion,2
black,kedge,2
brogg,jon,2
bronn,maegor,2
catelyn,colen,2
thoros,tyrion,2
jaime,lysa,2
beth,rodrik,2
gilly,mord,2
amory,lommy,2
euron,hotho,2
doran,sansa,2
aemon,ulmer,2
euron,quellon,2
grey,randyll,2
aerys,arthur,2
boros,clegane,2
arryn,stannis,2
dick,jaime,2
aegon,jaehaerys,2
barristan,tywin,2
barristan,dontos,2
sam,tommen,2
arya,dontos,2
asha,lucas,2
brienne,colen,2
cregan,harry,2
cersei,dornish,2
catelyn,walda,2
lucamore,terrence,1
tywin,wat,1
arianne,cersei,1
hyle,selwyn,1
blind,drunken,1
podrick,willow,1
queen,trystane,1
baelor,osney,1
dornish,lewyn,1
gascoyne,trystane,1
merryweather,rhaegar,1
boros,preston,1
elinor,loras,1
jeyne,moon,1
maron,myrcella,1
black,braavosi,1
canker,meralyn,1
gyles,mace,1
brown,willow,1
lotho,moredo,1
braavosi,brusco,1
dornish,trystane,1
brusco,umma,1
maggy,merryweather,1
alester,oberyn,1
jalabhar,tallad,1
brea,tagganaro,1
alannys,theon,1
gyleno,quill,1
alannys,balon,1
baelor,doran,1
dornish,edgerran,1
dornish,old,1
myrcella,terrence,1
arya,brienne,1
hugh,loras,1
jalabhar,taena,1
hallyne,margaery,1
pycelle,tommen,1
satin,wat,1
gyloro,lanna,1
moon,tyroshi,1
boros,qyburn,1
glover,three-tooth,1
grenn,tyrion,1
loras,taena,1
darklyn,staunton,1
dorcas,falyse,1
catelyn,gendry,1
arianne,viserys,1
arya,talea,1
cleos,genna,1
quentyn,trystane,1
dornish,septon,1
alyse,oberyn,1
bracken,jason,1
emmon,vance,1
jocelyn,pate,1
dorea,myrcella,1
emmon,osmund,1
asha,lothor,1
brienne,leygood,1
cleos,darry,1
ambrose,brienne,1
eddard,gretchel,1
cersei,kaeth,1
darry,jeyne,1
fingers,grenn,1
hyle,masha,1
criston,myrcella,1
belandra,doran,1
hugo,kennos,1
brienne,cedric,1
darry,septon,1
long,septon,1
brienne,myrcella,1
arianne,criston,1
beric,brienne,1
baelor,tommen,1
arianne,tyene,1
arya,mordane,1
sarella,trystane,1
brandon,renly,1
boros,osfryd,1
obara,quentyn,1
emmon,pia,1
brynden,walder,1
genna,lancel,1
petyr,yohn,1
brynden,genna,1
aerys,dontos,1
hyle,jeyne,1
braavosi,merryweather,1
cersei,genna,1
garin,manfrey,1
cersei,jeyne,1
renly,tarth,1
arianne,ricasso,1
jon,royce,1
sawane,three-tooth,1
brea,long,1
balon,gwynesse,1
gendry,willow,1
hyle,orphan,1
arianne,great,1
queen,timoth,1
eddard,varys,1
brienne,darklyn,1
hal,hodor,1
lothor,oswell,1
lancel,martyn,1
belandra,timoth,1
maggy,taena,1
dontos,robert,1
aegon,criston,1
aerys,maggy,1
brienne,darke,1
nestor,royce,1
jaehaerys,maegor,1
aerys,tarbeck,1
criston,rhaenyra,1
darke,jaime,1
ellyn,jaime,1
cedra,morra,1
blushing,yna,1
edwyn,genna,1
denys,symon,1
fingers,lysa,1
loras,megga,1
rhaegar,sam,1
jocelyn,margaery,1
jason,ryman,1
stannis,swyft,1
asha,urron,1
patrek,walder,1
asha,old,1
ilyn,lyle,1
bastard,torwold,1
blacktyde,urron,1
quhuru,xhondo,1
asha,haereg,1
rhaelle,sam,1
baelor,sam,1
petyr,queen,1
ilyn,ryman,1
jaime,lyle,1
jocelyn,mace,1
forley,frey,1
gyles,redwyne,1
jaime,lew,1
frey,young,1
lyle,tommen,1
brynden,roslin,1
jocelyn,knight,1
baelor,mother,1
emmon,tully,1
jaime,ossifer,1
robb,tytos,1
jaime,little,1
giant,jonquil,1
euron,rigney,1
alerie,queen,1
jenny,sansa,1
blacktyde,tristifer,1
aurane,dorcas,1
hal,hallis,1
gwynesse,knight,1
marq,tommen,1
harlaw,hotho,1
edwyn,norbert,1
lysa,nestor,1
hotho,sigfryd,1
darry,norbert,1
hal,mord,1
alannys,rodrik,1
loras,sweet,1
emmon,karyl,1
gilly,quhuru,1
brynden,edwyn,1
emmon,tommen,1
marwyn,sansa,1
daven,karyl,1
marwyn,petyr,1
boremund,grey,1
frey,piper,1
jaime,piper,1
asha,gwynesse,1
florian,petyr,1
rodrik,tristifer,1
albar,sansa,1
genna,tommen,1
albar,marwyn,1
robert,royce,1
grey,harras,1
addam,forley,1
aurane,euron,1
jaime,karyl,1
blue,sigfryd,1
gretchel,moon,1
jaime,rodrik,1
daven,walder,1
dalla,kojja,1
gyles,osmund,1
haereg,old,1
haereg,urron,1
bellegere,black,1
gwayne,tywin,1
denys,tywin,1
bracken,tytos,1
bellegere,bellonara,1
aerys,denys,1
high,moon,1
robin,symon,1
harys,orton,1
arya,samwell,1
barristan,young,1
maggy,meryn,1
aerys,orton,1
brusco,narbo,1
brienne,eddard,1
aerys,symon,1
alysanne,taena,1
jeor,tyrion,1
margaery,tyroshi,1
blood,orton,1
beqqo,brusco,1
big,hyle,1
eddard,tyrion,1
margaery,owen,1
assadora,lanna,1
mace,rhaegar,1
bastard,elinor,1
poetess,veiled,1
jack,jaime,1
black,glover,1
lancel,mace,1
maddy,mord,1
blue,sam,1
megga,tommen,1
lancel,qyburn,1
lancel,rowan,1
cotter,jeren,1
casso,sloey,1
jalabhar,robert,1
ryman,sybelle,1
arya,quence,1
arya,dareon,1
aerys,frey,1
ilyn,osmund,1
clegane,lancel,1
humfrey,sansa,1
beric,sandor,1
mace,olenna,1
albar,petyr,1
rosby,tommen,1
goodwin,jaime,1
gyles,queen,1
kevan,stokeworth,1
mace,tanda,1
merryweather,rosby,1
loras,tyroshi,1
fat,lysa,1
dareon,myrmello,1
lanna,yna,1
maggy,margaery,1
jalabhar,red,1
butterbumps,moon,1
joss,yna,1
brienne,lysa,1
bethany,lanna,1
jaime,olenna,1
stannis,taena,1
beron,harlaw,1
meryn,tyroshi,1
nightingale,yna,1
meryn,qyburn,1
arya,eustace,1
grandison,jaime,1
myrmello,yna,1
jaime,margaery,1
daughter,ternesio,1
cedric,tywin,1
fingers,podrick,1
sansa,timeon,1
lucas,robert,1
randyll,vargo,1
alyn,beric,1
asha,blacktyde,1
dunstan,harras,1
qarl,tristifer,1
cersei,jory,1
balon,red,1
raymun,rhaegar,1
mother,podrick,1
arya,raymun,1
meribald,willam,1
nute,red,1
robin,will,1
hyle,samwell,1
dareon,moonshadow,1
aeron,hilmar,1
nightingale,sam,1
gormond,red,1
dale,vickon,1
denys,donnel,1
nymeria,samwell,1
nightingale,nymeria,1
aeron,red,1
black,victarion,1
brienne,bronn,1
sam,tyroshi,1
harmund,harrag,1
balman,gyles,1
falyse,septon,1
falyse,luceon,1
aegon,brienne,1
balman,lollys,1
balman,stokeworth,1
aegon,crackbones,1
bronn,husband,1
balman,tyrion,1
clarence,galladon,1
bronn,qyburn,1
lollys,stokeworth,1
crackbones,lucifer,1
darklyn,dick,1
falyse,robert,1
meryn,rhaegar,1
humfrey,podrick,1
dornish,rhaegar,1
erik,gorold,1
asha,tarth,1
qarl,vickon,1
euron,great,1
jeyne,melara,1
melara,rhaegar,1
aerys,genna,1
dareon,high,1
aemon,sansa,1
flement,lyle,1
alvyn,hotho,1
lancel,tyrek,1
sawane,victarion,1
kennos,roger,1
blacktyde,rodrik,1
gulian,hayford,1
black,jaime,1
addam,gregor,1
beardless,ilyn,1
dagon,vickon,1
of,victarion,1
mord,vargo,1
shitmouth,tickler,1
mord,sandor,1
goat,mord,1
mord,shitmouth,1
asha,red,1
wylis,zollo,1
ben,pia,1
nute,tarle,1
tyrion,victarion,1
bonifer,cersei,1
orton,roose,1
gregor,merryweather,1
baelor,bonifer,1
cersei,harren,1
hayford,tyrek,1
